id,Age
15201,12.0
15202,7.0
15203,10.0
15204,14.0
15205,10.0
15206,11.0
15207,4.0
15208,7.0
15209,8.0
15210,9.0
15211,12.0
15212,9.0
15213,13.0
15214,9.0
15215,10.0
15216,10.0
15217,11.0
15218,6.0
15219,11.0
15220,9.0
15221,6.0
15222,8.0
15223,9.0
15224,6.0
15225,10.0
15226,13.0
15227,14.0
15228,8.0
15229,8.0
15230,9.0
15231,10.0
15232,6.0
15233,6.0
15234,11.0
15235,11.0
15236,20.0
15237,11.0
15238,10.0
15239,7.0
15240,8.0
15241,9.0
15242,9.0
15243,11.0
15244,11.0
15245,9.0
15246,7.0
15247,9.0
15248,7.0
15249,7.0
15250,10.0
15251,12.0
15252,10.0
15253,10.0
15254,10.0
15255,8.0
15256,7.0
15257,9.0
15258,8.0
15259,11.0
15260,15.0
15261,15.0
15262,11.0
15263,11.0
15264,7.0
15265,10.0
15266,9.0
15267,8.0
15268,9.0
15269,8.0
15270,11.0
15271,12.0
15272,9.0
15273,10.0
15274,10.0
15275,13.0
15276,7.0
15277,11.0
15278,8.0
15279,12.0
15280,10.0
15281,16.0
15282,8.0
15283,12.0
15284,8.0
15285,6.0
15286,11.0
15287,10.0
15288,16.0
15289,4.0
15290,10.0
15291,9.0
15292,10.0
15293,10.0
15294,7.0
15295,5.0
15296,12.0
15297,7.0
15298,6.0
15299,9.0
15300,11.0
15301,12.0
15302,7.0
15303,9.0
15304,13.0
15305,7.0
15306,9.0
15307,12.0
15308,11.0
15309,5.0
15310,10.0
15311,10.0
15312,20.0
15313,14.0
15314,10.0
15315,12.0
15316,7.0
15317,10.0
15318,8.0
15319,12.0
15320,9.0
15321,7.0
15322,11.0
15323,7.0
15324,14.0
15325,10.0
15326,11.0
15327,7.0
15328,12.0
15329,15.0
15330,10.0
15331,7.0
15332,9.0
15333,11.0
15334,11.0
15335,6.0
15336,10.0
15337,9.0
15338,9.0
15339,14.0
15340,16.0
15341,12.0
15342,9.0
15343,7.0
15344,12.0
15345,8.0
15346,17.0
15347,8.0
15348,11.0
15349,6.0
15350,10.0
15351,15.0
15352,9.0
15353,11.0
15354,8.0
15355,7.0
15356,8.0
15357,11.0
15358,9.0
15359,7.0
15360,9.0
15361,10.0
15362,11.0
15363,10.0
15364,6.0
15365,4.0
15366,7.0
15367,10.0
15368,11.0
15369,12.0
15370,10.0
15371,10.0
15372,7.0
15373,7.0
15374,8.0
15375,8.0
15376,8.0
15377,12.0
15378,10.0
15379,10.0
15380,11.0
15381,8.0
15382,6.0
15383,5.0
15384,8.0
15385,11.0
15386,12.0
15387,10.0
15388,10.0
15389,9.0
15390,13.0
15391,11.0
15392,13.0
15393,10.0
15394,11.0
15395,13.0
15396,11.0
15397,9.0
15398,11.0
15399,12.0
15400,10.0
15401,8.0
15402,7.0
15403,7.0
15404,10.0
15405,15.0
15406,8.0
15407,10.0
15408,13.0
15409,8.0
15410,6.0
15411,8.0
15412,12.0
15413,6.0
15414,9.0
15415,10.0
15416,8.0
15417,9.0
15418,8.0
15419,13.0
15420,15.0
15421,11.0
15422,10.0
15423,7.0
15424,7.0
15425,10.0
15426,7.0
15427,9.0
15428,9.0
15429,9.0
15430,12.0
15431,11.0
15432,7.0
15433,9.0
15434,10.0
15435,11.0
15436,11.0
15437,5.0
15438,9.0
15439,13.0
15440,10.0
15441,9.0
15442,11.0
15443,6.0
15444,10.0
15445,14.0
15446,9.0
15447,11.0
15448,12.0
15449,6.0
15450,4.0
15451,9.0
15452,7.0
15453,8.0
15454,12.0
15455,10.0
15456,11.0
15457,10.0
15458,11.0
15459,16.0
15460,10.0
15461,10.0
15462,12.0
15463,10.0
15464,8.0
15465,10.0
15466,12.0
15467,11.0
15468,12.0
15469,9.0
15470,10.0
15471,10.0
15472,11.0
15473,9.0
15474,8.0
15475,11.0
15476,8.0
15477,10.0
15478,10.0
15479,11.0
15480,7.0
15481,8.0
15482,9.0
15483,9.0
15484,8.0
15485,14.0
15486,10.0
15487,8.0
15488,11.0
15489,9.0
15490,9.0
15491,10.0
15492,9.0
15493,10.0
15494,8.0
15495,8.0
15496,7.0
15497,7.0
15498,11.0
15499,8.0
15500,12.0
15501,7.0
15502,9.0
15503,16.0
15504,12.0
15505,14.0
15506,12.0
15507,9.0
15508,9.0
15509,9.0
15510,6.0
15511,9.0
15512,13.0
15513,14.0
15514,9.0
15515,11.0
15516,12.0
15517,7.0
15518,10.0
15519,16.0
15520,6.0
15521,14.0
15522,8.0
15523,11.0
15524,5.0
15525,7.0
15526,9.0
15527,10.0
15528,10.0
15529,12.0
15530,8.0
15531,10.0
15532,10.0
15533,11.0
15534,9.0
15535,10.0
15536,11.0
15537,12.0
15538,9.0
15539,8.0
15540,10.0
15541,12.0
15542,9.0
15543,11.0
15544,5.0
15545,9.0
15546,9.0
15547,10.0
15548,10.0
15549,13.0
15550,10.0
15551,12.0
15552,11.0
15553,10.0
15554,11.0
15555,7.0
15556,5.0
15557,9.0
15558,12.0
15559,9.0
15560,9.0
15561,9.0
15562,11.0
15563,11.0
15564,11.0
15565,10.0
15566,8.0
15567,6.0
15568,11.0
15569,9.0
15570,10.0
15571,8.0
15572,5.0
15573,10.0
15574,8.0
15575,14.0
15576,6.0
15577,12.0
15578,10.0
15579,10.0
15580,10.0
15581,12.0
15582,9.0
15583,7.0
15584,5.0
15585,11.0
15586,12.0
15587,9.0
15588,6.0
15589,10.0
15590,9.0
15591,8.0
15592,14.0
15593,10.0
15594,10.0
15595,13.0
15596,9.0
15597,10.0
15598,10.0
15599,8.0
15600,7.0
15601,9.0
15602,7.0
15603,9.0
15604,7.0
15605,14.0
15606,9.0
15607,12.0
15608,14.0
15609,9.0
15610,12.0
15611,10.0
15612,8.0
15613,8.0
15614,10.0
15615,7.0
15616,10.0
15617,16.0
15618,10.0
15619,8.0
15620,10.0
15621,8.0
15622,11.0
15623,5.0
15624,6.0
15625,9.0
15626,10.0
15627,11.0
15628,11.0
15629,9.0
15630,11.0
15631,11.0
15632,9.0
15633,8.0
15634,11.0
15635,8.0
15636,10.0
15637,11.0
15638,10.0
15639,10.0
15640,5.0
15641,12.0
15642,11.0
15643,11.0
15644,9.0
15645,11.0
15646,9.0
15647,11.0
15648,11.0
15649,10.0
15650,17.0
15651,10.0
15652,8.0
15653,8.0
15654,7.0
15655,9.0
15656,12.0
15657,8.0
15658,10.0
15659,11.0
15660,9.0
15661,8.0
15662,9.0
15663,12.0
15664,9.0
15665,7.0
15666,12.0
15667,10.0
15668,7.0
15669,11.0
15670,10.0
15671,10.0
15672,10.0
15673,12.0
15674,10.0
15675,13.0
15676,9.0
15677,10.0
15678,13.0
15679,8.0
15680,6.0
15681,10.0
15682,5.0
15683,13.0
15684,11.0
15685,15.0
15686,10.0
15687,10.0
15688,6.0
15689,9.0
15690,10.0
15691,12.0
15692,11.0
15693,11.0
15694,12.0
15695,8.0
15696,15.0
15697,9.0
15698,10.0
15699,13.0
15700,11.0
15701,9.0
15702,13.0
15703,10.0
15704,17.0
15705,10.0
15706,8.0
15707,11.0
15708,6.0
15709,11.0
15710,10.0
15711,10.0
15712,12.0
15713,9.0
15714,12.0
15715,9.0
15716,10.0
15717,11.0
15718,11.0
15719,9.0
15720,9.0
15721,13.0
15722,7.0
15723,6.0
15724,8.0
15725,12.0
15726,6.0
15727,9.0
15728,7.0
15729,7.0
15730,11.0
15731,12.0
15732,7.0
15733,9.0
15734,10.0
15735,11.0
15736,11.0
15737,12.0
15738,10.0
15739,7.0
15740,9.0
15741,8.0
15742,9.0
15743,11.0
15744,13.0
15745,11.0
15746,6.0
15747,13.0
15748,13.0
15749,9.0
15750,7.0
15751,11.0
15752,8.0
15753,8.0
15754,11.0
15755,10.0
15756,5.0
15757,12.0
15758,8.0
15759,10.0
15760,11.0
15761,11.0
15762,10.0
15763,10.0
15764,13.0
15765,6.0
15766,11.0
15767,9.0
15768,11.0
15769,7.0
15770,12.0
15771,15.0
15772,8.0
15773,10.0
15774,8.0
15775,9.0
15776,11.0
15777,5.0
15778,15.0
15779,10.0
15780,10.0
15781,6.0
15782,11.0
15783,12.0
15784,9.0
15785,10.0
15786,10.0
15787,8.0
15788,9.0
15789,14.0
15790,10.0
15791,12.0
15792,6.0
15793,9.0
15794,9.0
15795,12.0
15796,10.0
15797,7.0
15798,13.0
15799,6.0
15800,10.0
15801,9.0
15802,8.0
15803,12.0
15804,10.0
15805,9.0
15806,10.0
15807,9.0
15808,12.0
15809,5.0
15810,6.0
15811,10.0
15812,9.0
15813,8.0
15814,7.0
15815,11.0
15816,11.0
15817,13.0
15818,10.0
15819,6.0
15820,13.0
15821,10.0
15822,9.0
15823,10.0
15824,13.0
15825,6.0
15826,7.0
15827,9.0
15828,10.0
15829,12.0
15830,9.0
15831,10.0
15832,8.0
15833,7.0
15834,13.0
15835,10.0
15836,9.0
15837,7.0
15838,12.0
15839,9.0
15840,11.0
15841,7.0
15842,6.0
15843,11.0
15844,8.0
15845,9.0
15846,11.0
15847,5.0
15848,11.0
15849,9.0
15850,11.0
15851,13.0
15852,10.0
15853,9.0
15854,9.0
15855,8.0
15856,10.0
15857,10.0
15858,10.0
15859,14.0
15860,10.0
15861,10.0
15862,9.0
15863,9.0
15864,12.0
15865,7.0
15866,11.0
15867,12.0
15868,8.0
15869,15.0
15870,11.0
15871,7.0
15872,12.0
15873,11.0
15874,7.0
15875,11.0
15876,6.0
15877,7.0
15878,9.0
15879,9.0
15880,7.0
15881,10.0
15882,5.0
15883,12.0
15884,8.0
15885,8.0
15886,7.0
15887,13.0
15888,10.0
15889,11.0
15890,9.0
15891,9.0
15892,8.0
15893,12.0
15894,12.0
15895,11.0
15896,10.0
15897,9.0
15898,13.0
15899,7.0
15900,11.0
15901,8.0
15902,10.0
15903,9.0
15904,12.0
15905,10.0
15906,11.0
15907,12.0
15908,9.0
15909,7.0
15910,10.0
15911,6.0
15912,10.0
15913,9.0
15914,7.0
15915,13.0
15916,8.0
15917,11.0
15918,12.0
15919,15.0
15920,10.0
15921,11.0
15922,11.0
15923,9.0
15924,14.0
15925,8.0
15926,12.0
15927,9.0
15928,10.0
15929,11.0
15930,11.0
15931,13.0
15932,16.0
15933,12.0
15934,11.0
15935,11.0
15936,11.0
15937,5.0
15938,10.0
15939,11.0
15940,11.0
15941,12.0
15942,9.0
15943,10.0
15944,7.0
15945,10.0
15946,4.0
15947,12.0
15948,12.0
15949,11.0
15950,15.0
15951,10.0
15952,11.0
15953,9.0
15954,6.0
15955,11.0
15956,7.0
15957,11.0
15958,9.0
15959,8.0
15960,10.0
15961,8.0
15962,10.0
15963,7.0
15964,18.0
15965,9.0
15966,14.0
15967,8.0
15968,8.0
15969,7.0
15970,9.0
15971,11.0
15972,8.0
15973,9.0
15974,10.0
15975,9.0
15976,5.0
15977,12.0
15978,11.0
15979,9.0
15980,11.0
15981,10.0
15982,9.0
15983,9.0
15984,12.0
15985,11.0
15986,14.0
15987,8.0
15988,6.0
15989,12.0
15990,10.0
15991,6.0
15992,11.0
15993,11.0
15994,8.0
15995,10.0
15996,8.0
15997,10.0
15998,11.0
15999,13.0
16000,8.0
16001,8.0
16002,17.0
16003,11.0
16004,7.0
16005,10.0
16006,10.0
16007,10.0
16008,10.0
16009,7.0
16010,8.0
16011,8.0
16012,6.0
16013,10.0
16014,8.0
16015,11.0
16016,6.0
16017,7.0
16018,10.0
16019,10.0
16020,11.0
16021,6.0
16022,11.0
16023,7.0
16024,12.0
16025,8.0
16026,10.0
16027,8.0
16028,10.0
16029,6.0
16030,8.0
16031,9.0
16032,11.0
16033,10.0
16034,13.0
16035,9.0
16036,8.0
16037,10.0
16038,12.0
16039,7.0
16040,13.0
16041,8.0
16042,5.0
16043,12.0
16044,12.0
16045,12.0
16046,10.0
16047,11.0
16048,8.0
16049,10.0
16050,11.0
16051,8.0
16052,10.0
16053,6.0
16054,10.0
16055,10.0
16056,11.0
16057,10.0
16058,10.0
16059,8.0
16060,9.0
16061,12.0
16062,12.0
16063,9.0
16064,8.0
16065,10.0
16066,6.0
16067,9.0
16068,7.0
16069,11.0
16070,10.0
16071,8.0
16072,10.0
16073,10.0
16074,4.0
16075,14.0
16076,12.0
16077,9.0
16078,11.0
16079,9.0
16080,11.0
16081,11.0
16082,8.0
16083,8.0
16084,8.0
16085,5.0
16086,10.0
16087,15.0
16088,11.0
16089,11.0
16090,10.0
16091,11.0
16092,11.0
16093,12.0
16094,14.0
16095,12.0
16096,9.0
16097,13.0
16098,11.0
16099,16.0
16100,8.0
16101,11.0
16102,10.0
16103,11.0
16104,9.0
16105,10.0
16106,6.0
16107,9.0
16108,4.0
16109,10.0
16110,13.0
16111,7.0
16112,7.0
16113,11.0
16114,11.0
16115,9.0
16116,9.0
16117,13.0
16118,12.0
16119,10.0
16120,4.0
16121,8.0
16122,10.0
16123,10.0
16124,5.0
16125,13.0
16126,12.0
16127,13.0
16128,9.0
16129,9.0
16130,9.0
16131,12.0
16132,11.0
16133,9.0
16134,10.0
16135,7.0
16136,10.0
16137,9.0
16138,7.0
16139,9.0
16140,9.0
16141,9.0
16142,7.0
16143,7.0
16144,11.0
16145,7.0
16146,11.0
16147,7.0
16148,10.0
16149,11.0
16150,9.0
16151,13.0
16152,13.0
16153,10.0
16154,12.0
16155,4.0
16156,12.0
16157,10.0
16158,7.0
16159,9.0
16160,11.0
16161,9.0
16162,8.0
16163,10.0
16164,11.0
16165,8.0
16166,7.0
16167,9.0
16168,8.0
16169,9.0
16170,11.0
16171,10.0
16172,7.0
16173,11.0
16174,12.0
16175,6.0
16176,11.0
16177,11.0
16178,9.0
16179,11.0
16180,9.0
16181,7.0
16182,13.0
16183,10.0
16184,13.0
16185,7.0
16186,13.0
16187,7.0
16188,11.0
16189,5.0
16190,10.0
16191,9.0
16192,7.0
16193,7.0
16194,12.0
16195,8.0
16196,13.0
16197,11.0
16198,11.0
16199,9.0
16200,14.0
16201,11.0
16202,11.0
16203,9.0
16204,10.0
16205,7.0
16206,16.0
16207,11.0
16208,12.0
16209,7.0
16210,13.0
16211,5.0
16212,9.0
16213,6.0
16214,11.0
16215,14.0
16216,8.0
16217,11.0
16218,7.0
16219,7.0
16220,15.0
16221,11.0
16222,16.0
16223,10.0
16224,6.0
16225,7.0
16226,13.0
16227,9.0
16228,7.0
16229,10.0
16230,9.0
16231,12.0
16232,7.0
16233,8.0
16234,11.0
16235,12.0
16236,13.0
16237,9.0
16238,7.0
16239,6.0
16240,8.0
16241,6.0
16242,9.0
16243,10.0
16244,13.0
16245,9.0
16246,12.0
16247,12.0
16248,10.0
16249,13.0
16250,10.0
16251,9.0
16252,7.0
16253,7.0
16254,9.0
16255,11.0
16256,9.0
16257,10.0
16258,10.0
16259,6.0
16260,9.0
16261,10.0
16262,7.0
16263,6.0
16264,8.0
16265,10.0
16266,11.0
16267,12.0
16268,10.0
16269,13.0
16270,7.0
16271,12.0
16272,10.0
16273,7.0
16274,14.0
16275,14.0
16276,8.0
16277,17.0
16278,10.0
16279,7.0
16280,8.0
16281,11.0
16282,12.0
16283,10.0
16284,7.0
16285,7.0
16286,11.0
16287,11.0
16288,8.0
16289,10.0
16290,11.0
16291,10.0
16292,11.0
16293,7.0
16294,12.0
16295,7.0
16296,10.0
16297,14.0
16298,11.0
16299,9.0
16300,12.0
16301,7.0
16302,8.0
16303,10.0
16304,13.0
16305,12.0
16306,10.0
16307,10.0
16308,12.0
16309,11.0
16310,11.0
16311,9.0
16312,11.0
16313,10.0
16314,11.0
16315,11.0
16316,10.0
16317,7.0
16318,7.0
16319,12.0
16320,10.0
16321,4.0
16322,7.0
16323,9.0
16324,11.0
16325,8.0
16326,10.0
16327,10.0
16328,9.0
16329,9.0
16330,9.0
16331,11.0
16332,7.0
16333,10.0
16334,12.0
16335,8.0
16336,9.0
16337,10.0
16338,7.0
16339,5.0
16340,11.0
16341,10.0
16342,10.0
16343,10.0
16344,10.0
16345,9.0
16346,4.0
16347,10.0
16348,10.0
16349,7.0
16350,7.0
16351,7.0
16352,12.0
16353,10.0
16354,11.0
16355,12.0
16356,9.0
16357,10.0
16358,8.0
16359,9.0
16360,12.0
16361,11.0
16362,12.0
16363,8.0
16364,10.0
16365,12.0
16366,5.0
16367,7.0
16368,7.0
16369,6.0
16370,10.0
16371,12.0
16372,9.0
16373,7.0
16374,11.0
16375,10.0
16376,11.0
16377,10.0
16378,15.0
16379,13.0
16380,7.0
16381,8.0
16382,12.0
16383,9.0
16384,6.0
16385,11.0
16386,11.0
16387,13.0
16388,9.0
16389,15.0
16390,21.0
16391,8.0
16392,11.0
16393,7.0
16394,11.0
16395,7.0
16396,10.0
16397,6.0
16398,13.0
16399,7.0
16400,9.0
16401,7.0
16402,6.0
16403,11.0
16404,10.0
16405,11.0
16406,10.0
16407,17.0
16408,8.0
16409,9.0
16410,9.0
16411,7.0
16412,7.0
16413,9.0
16414,5.0
16415,10.0
16416,8.0
16417,10.0
16418,8.0
16419,8.0
16420,8.0
16421,9.0
16422,12.0
16423,10.0
16424,12.0
16425,9.0
16426,7.0
16427,8.0
16428,11.0
16429,9.0
16430,10.0
16431,11.0
16432,10.0
16433,8.0
16434,11.0
16435,12.0
16436,10.0
16437,8.0
16438,10.0
16439,7.0
16440,9.0
16441,12.0
16442,8.0
16443,11.0
16444,7.0
16445,10.0
16446,11.0
16447,15.0
16448,9.0
16449,7.0
16450,10.0
16451,10.0
16452,16.0
16453,10.0
16454,8.0
16455,9.0
16456,10.0
16457,7.0
16458,11.0
16459,12.0
16460,10.0
16461,11.0
16462,10.0
16463,8.0
16464,10.0
16465,5.0
16466,7.0
16467,11.0
16468,8.0
16469,14.0
16470,11.0
16471,9.0
16472,7.0
16473,11.0
16474,9.0
16475,7.0
16476,10.0
16477,10.0
16478,9.0
16479,7.0
16480,6.0
16481,10.0
16482,12.0
16483,7.0
16484,10.0
16485,5.0
16486,15.0
16487,12.0
16488,10.0
16489,6.0
16490,10.0
16491,9.0
16492,10.0
16493,10.0
16494,7.0
16495,11.0
16496,13.0
16497,9.0
16498,9.0
16499,11.0
16500,9.0
16501,11.0
16502,9.0
16503,18.0
16504,7.0
16505,8.0
16506,8.0
16507,11.0
16508,10.0
16509,9.0
16510,8.0
16511,9.0
16512,4.0
16513,9.0
16514,6.0
16515,6.0
16516,11.0
16517,12.0
16518,9.0
16519,8.0
16520,9.0
16521,11.0
16522,5.0
16523,10.0
16524,7.0
16525,10.0
16526,7.0
16527,9.0
16528,11.0
16529,12.0
16530,14.0
16531,10.0
16532,13.0
16533,8.0
16534,10.0
16535,5.0
16536,6.0
16537,9.0
16538,10.0
16539,14.0
16540,15.0
16541,14.0
16542,7.0
16543,9.0
16544,10.0
16545,7.0
16546,10.0
16547,10.0
16548,13.0
16549,11.0
16550,8.0
16551,10.0
16552,10.0
16553,8.0
16554,11.0
16555,6.0
16556,7.0
16557,11.0
16558,10.0
16559,6.0
16560,14.0
16561,10.0
16562,9.0
16563,14.0
16564,7.0
16565,10.0
16566,12.0
16567,9.0
16568,13.0
16569,8.0
16570,9.0
16571,9.0
16572,10.0
16573,8.0
16574,10.0
16575,8.0
16576,8.0
16577,10.0
16578,12.0
16579,5.0
16580,6.0
16581,12.0
16582,11.0
16583,11.0
16584,7.0
16585,7.0
16586,10.0
16587,14.0
16588,9.0
16589,7.0
16590,12.0
16591,14.0
16592,8.0
16593,15.0
16594,7.0
16595,7.0
16596,11.0
16597,10.0
16598,12.0
16599,6.0
16600,10.0
16601,13.0
16602,6.0
16603,8.0
16604,8.0
16605,8.0
16606,9.0
16607,9.0
16608,11.0
16609,12.0
16610,6.0
16611,12.0
16612,9.0
16613,6.0
16614,6.0
16615,6.0
16616,11.0
16617,11.0
16618,7.0
16619,10.0
16620,12.0
16621,7.0
16622,9.0
16623,12.0
16624,7.0
16625,8.0
16626,6.0
16627,12.0
16628,11.0
16629,7.0
16630,10.0
16631,12.0
16632,9.0
16633,6.0
16634,9.0
16635,7.0
16636,9.0
16637,11.0
16638,9.0
16639,5.0
16640,9.0
16641,9.0
16642,12.0
16643,14.0
16644,10.0
16645,10.0
16646,4.0
16647,11.0
16648,6.0
16649,10.0
16650,11.0
16651,12.0
16652,12.0
16653,10.0
16654,8.0
16655,10.0
16656,13.0
16657,10.0
16658,10.0
16659,9.0
16660,12.0
16661,10.0
16662,10.0
16663,9.0
16664,10.0
16665,8.0
16666,5.0
16667,11.0
16668,15.0
16669,8.0
16670,8.0
16671,9.0
16672,10.0
16673,13.0
16674,10.0
16675,12.0
16676,15.0
16677,10.0
16678,14.0
16679,14.0
16680,9.0
16681,9.0
16682,12.0
16683,7.0
16684,9.0
16685,15.0
16686,10.0
16687,7.0
16688,8.0
16689,8.0
16690,9.0
16691,13.0
16692,11.0
16693,6.0
16694,15.0
16695,7.0
16696,10.0
16697,9.0
16698,7.0
16699,8.0
16700,7.0
16701,7.0
16702,9.0
16703,6.0
16704,11.0
16705,9.0
16706,8.0
16707,9.0
16708,8.0
16709,10.0
16710,8.0
16711,8.0
16712,17.0
16713,9.0
16714,7.0
16715,8.0
16716,10.0
16717,8.0
16718,9.0
16719,7.0
16720,6.0
16721,9.0
16722,9.0
16723,10.0
16724,14.0
16725,10.0
16726,10.0
16727,8.0
16728,7.0
16729,13.0
16730,12.0
16731,11.0
16732,11.0
16733,9.0
16734,10.0
16735,11.0
16736,10.0
16737,8.0
16738,10.0
16739,8.0
16740,11.0
16741,6.0
16742,12.0
16743,10.0
16744,10.0
16745,10.0
16746,9.0
16747,12.0
16748,9.0
16749,7.0
16750,11.0
16751,10.0
16752,7.0
16753,10.0
16754,9.0
16755,8.0
16756,4.0
16757,10.0
16758,8.0
16759,11.0
16760,9.0
16761,6.0
16762,9.0
16763,11.0
16764,11.0
16765,7.0
16766,5.0
16767,14.0
16768,13.0
16769,10.0
16770,13.0
16771,11.0
16772,9.0
16773,13.0
16774,9.0
16775,12.0
16776,8.0
16777,10.0
16778,14.0
16779,7.0
16780,7.0
16781,14.0
16782,8.0
16783,9.0
16784,7.0
16785,8.0
16786,8.0
16787,9.0
16788,10.0
16789,12.0
16790,9.0
16791,8.0
16792,10.0
16793,8.0
16794,9.0
16795,14.0
16796,9.0
16797,10.0
16798,12.0
16799,11.0
16800,6.0
16801,11.0
16802,11.0
16803,11.0
16804,6.0
16805,7.0
16806,11.0
16807,10.0
16808,9.0
16809,9.0
16810,8.0
16811,6.0
16812,7.0
16813,10.0
16814,10.0
16815,12.0
16816,9.0
16817,8.0
16818,9.0
16819,5.0
16820,12.0
16821,9.0
16822,10.0
16823,9.0
16824,9.0
16825,10.0
16826,10.0
16827,10.0
16828,7.0
16829,11.0
16830,13.0
16831,10.0
16832,7.0
16833,10.0
16834,10.0
16835,9.0
16836,14.0
16837,9.0
16838,11.0
16839,13.0
16840,13.0
16841,9.0
16842,11.0
16843,9.0
16844,11.0
16845,11.0
16846,10.0
16847,9.0
16848,8.0
16849,8.0
16850,8.0
16851,9.0
16852,8.0
16853,14.0
16854,12.0
16855,12.0
16856,10.0
16857,10.0
16858,11.0
16859,9.0
16860,6.0
16861,7.0
16862,8.0
16863,15.0
16864,8.0
16865,9.0
16866,10.0
16867,7.0
16868,8.0
16869,10.0
16870,13.0
16871,6.0
16872,9.0
16873,10.0
16874,10.0
16875,11.0
16876,8.0
16877,14.0
16878,10.0
16879,12.0
16880,11.0
16881,12.0
16882,9.0
16883,9.0
16884,7.0
16885,11.0
16886,8.0
16887,10.0
16888,9.0
16889,9.0
16890,13.0
16891,8.0
16892,6.0
16893,6.0
16894,7.0
16895,15.0
16896,9.0
16897,13.0
16898,10.0
16899,6.0
16900,10.0
16901,10.0
16902,14.0
16903,10.0
16904,10.0
16905,9.0
16906,8.0
16907,9.0
16908,11.0
16909,10.0
16910,10.0
16911,12.0
16912,6.0
16913,10.0
16914,10.0
16915,11.0
16916,8.0
16917,11.0
16918,10.0
16919,11.0
16920,12.0
16921,5.0
16922,9.0
16923,11.0
16924,7.0
16925,10.0
16926,11.0
16927,5.0
16928,9.0
16929,8.0
16930,15.0
16931,10.0
16932,10.0
16933,9.0
16934,12.0
16935,6.0
16936,10.0
16937,10.0
16938,10.0
16939,8.0
16940,7.0
16941,4.0
16942,6.0
16943,7.0
16944,8.0
16945,10.0
16946,7.0
16947,13.0
16948,10.0
16949,7.0
16950,10.0
16951,6.0
16952,12.0
16953,10.0
16954,10.0
16955,9.0
16956,12.0
16957,13.0
16958,6.0
16959,9.0
16960,9.0
16961,6.0
16962,8.0
16963,11.0
16964,9.0
16965,7.0
16966,9.0
16967,9.0
16968,12.0
16969,12.0
16970,10.0
16971,8.0
16972,6.0
16973,10.0
16974,10.0
16975,9.0
16976,8.0
16977,11.0
16978,10.0
16979,8.0
16980,7.0
16981,8.0
16982,11.0
16983,10.0
16984,11.0
16985,6.0
16986,10.0
16987,10.0
16988,10.0
16989,14.0
16990,11.0
16991,10.0
16992,11.0
16993,11.0
16994,10.0
16995,14.0
16996,8.0
16997,5.0
